workId,workTitle,Author,Century
L1,Passio apostoli Pauli,Abdias,
L2,Virtutes Andreae,Abdias,
L3,Virtutes Philippi,Abdias,
L4,Martyrium Bartholomaei,Abdias,
L5,Passio Matthaei,Abdias,
L6,Passio Iacobi Zebedaei,Abdias,
L7,Passio Iacobi Minoris Fratris Domini,Abdias,
L8,Passio Simonis et Iudae,Abdias,
L9,Epigramma,Ablabius,CE 4
L10,Epistularum Fragmenta,Marcus Aburius,BCE 2
L11,Annales,Accius Lucius,BCE 2-1
L12,tragoediarum fragmenta,Accius Lucius,BCE 2-1
L13,praetextarum fragmenta,Accius Lucius,BCE 2-1
L14,carminum fragmenta,Accius Lucius,BCE 2-1
L15,Didascalica,Accius Lucius,BCE 2-1
L16,Sotadica,Accius Lucius,BCE 2-1
L17,Parerga,Accius Lucius,BCE 2-1
L18,Pragmatica,Accius Lucius,BCE 2-1
L19,Aeneadae sive Decius,Accius Lucius,BCE 2-1
L20,Brutus,Accius Lucius,BCE 2-1
L21,Achilles,Accius Lucius,BCE 2-1
L22,Myrmidones,Accius Lucius,BCE 2-1
L23,Aegisthus,Accius Lucius,BCE 2-1
L24,Clytemnestra,Accius Lucius,BCE 2-1
L25,Agamemnonidae,Accius Lucius,BCE 2-1
L26,Erigona,Accius Lucius,BCE 2-1
L27,Alcestis,Accius Lucius,BCE 2-1
L28,Alcimeo,Accius Lucius,BCE 2-1
L29,Alphesiboea,Accius Lucius,BCE 2-1
L30,Amphitruo,Accius Lucius,BCE 2-1
L31,Persidae,Accius Lucius,BCE 2-1
L32,Andromeda,Accius Lucius,BCE 2-1
L33,Antenoridae,Accius Lucius,BCE 2-1
L34,Deiphobus,Accius Lucius,BCE 2-1
L35,Antigona,Accius Lucius,BCE 2-1
L36,Armorum Iudicum,Accius Lucius,BCE 2-1
L37,Astyanax,Accius Lucius,BCE 2-1
L38,Athamas,Accius Lucius,BCE 2-1
L39,Atreus,Accius Lucius,BCE 2-1
L40,Bacchae,Accius Lucius,BCE 2-1
L41,Chrysippus,Accius Lucius,BCE 2-1
L42,Diomedes,Accius Lucius,BCE 2-1
L43,Epigoni,Accius Lucius,BCE 2-1
L44,Eriphyla,Accius Lucius,BCE 2-1
L45,Epinausimache,Accius Lucius,BCE 2-1
L46,Eurysaces,Accius Lucius,BCE 2-1
L47,Hellenes,Accius Lucius,BCE 2-1
L48,Io,Accius Lucius,BCE 2-1
L49,Prometheus,Accius Lucius,BCE 2-1
L50,Medea,Accius Lucius,BCE 2-1
L51,Melanippus,Accius Lucius,BCE 2-1
L52,Meleager,Accius Lucius,BCE 2-1
L53,Minos sive Minotaurus,Accius Lucius,BCE 2-1
L54,Neoptolemus,Accius Lucius,BCE 2-1
L55,Troades,Accius Lucius,BCE 2-1
L56,Hecuba,Accius Lucius,BCE 2-1
L57,Nyctegresia,Accius Lucius,BCE 2-1
L58,Oenomaus,Accius Lucius,BCE 2-1
L59,Pelopidae,Accius Lucius,BCE 2-1
L60,Philocteta,Accius Lucius,BCE 2-1
L61,Phinidae,Accius Lucius,BCE 2-1
L62,Phoenissae,Accius Lucius,BCE 2-1
L63,Thebais,Accius Lucius,BCE 2-1
L64,Stasiastae vel Tropaeum liberi,Accius Lucius,BCE 2-1
L65,Telephus,Accius Lucius,BCE 2-1
L66,Tereus,Accius Lucius,BCE 2-1
L67,Incerta,Accius Lucius,BCE 2-1
L68,Epigrammata,Achilleus Spoletanus,CE 5
L69,Acta,Acholius,CE 3
L70,Vita Alexandri Severi,Acholius,CE 3
L71,Epistularum fragmenta,Manius Acilius Caninus,BCE 1
L72,Epistularum fragmenta,Manius Acilius Glabrio,BCE 1
L73,Tabula,Manius Acilius Glabrio,BCE 1
L74,Commentum in Horatii Artem Poeticam,Pseudo-Acro,
L75,Commentum in Horatii Carmen Saeculare,Pseudo-Acro,
L76,Scholia in Horatii carmina et epodos,Helenius Acro,CE 3
L77,Scholia in Horatii sermones epistulas artemque poeticam,Helenius Acro,CE 3
L78,Actaeon,Actaeon,
L79,Acta Andreae et Matthiae in urbe anthropophagorum,Acta Andreae et Matthiae in urbe anthropophagorum,
L80,Acta et Martyrium Matthaei,Acta et Martyrium Matthaei,
L81,Fragmenta,M. Actorius Naso,BCE 1
L82,Acta Pauli et Theclae,Acta Pauli et Theclae,
L83,Acta S. Sebastiani,Auctor Incertus,
L84,Actus Vercellenses,Actus Vercellenses,
L85,Adnotationes super Lucanum: supplementum,,CE 4-5
L86,Adnotationes super Lucanum,Anonymous,CE 4
L88,Epigrammata,Aedituus Valerius,BCE 2
L89,aegritudo Perdicae,anonymous,
L90,De Amicitia,Aelredus Rievallensis,CE 12
L91,Vitae,Aelius Junius Cordus,CE 3
L92,De Verborum quae ad ius civile pertinent Significatione,Gallus Gaius Aelius,BCE 1
L93,?,Gallus Gaius Aelius,BCE 1
L94,Historica fragmenta,Aelius Maurus,
L95,,Aelius Melissus,CE 2
L96,Historica fragmenta,Aelius Sabinus,
L97,Carmina,Macer Aemilius,BCE 1
L98,Theriaca,Macer Aemilius,BCE 1
L99,Ornithogonia,Macer Aemilius,BCE 1
L100,De Herbis,Macer Aemilius,BCE 1
L101,Floridus / De viribus (aut virtutibus) herbarum,Macer Aemilius [ps.],BCE 1
L102,Epistularum fragmenta,Lucius Aemilius Mamercus,BCE 5
L103,Vitae adfectatorum tyrannidis,Aemilius Parthenianus,CE (?) 2
L104,De Rebus a se gestis apud populum,Lucius Aemilius L.f.M.n. Paulus,BCE 3-2
L105,Excellentium Imperatorum Vitae,Aemilius Probus,CE 4
L106,Epistularum fragmenta,Lucius Aemilius Regillus,BCE 3-2
L107,De Vita Sua,Marcus Aemilius Scaurus,BCE 2
L108,fragmentum,Marcus Aemilius Scaurus,BCE 2
L109,Contra P. Rutilium Rufum de ambitu,Marcus Aemilius Scaurus,BCE 2
L110,De pecuniis repetundis contra M. Brutum,Marcus Aemilius Scaurus,BCE 2
L111,Contra Q. Caepionem actio secunda,Marcus Aemilius Scaurus,BCE 2
L112,Pro se contra Q. Varium trib. pl.,Marcus Aemilius Scaurus,BCE 2
L113,Aenigmata Merovingicae aetatis,Aenigmata Merovingicae aetatis,CE 4-8
L114,Aenigma Peranticum,Aenigma Peranticum,
L115,Epistularum fragmenta,Aesopus,BCE 1
L116,Fabulae,Aesopus Latinus,CE 4/5
L117,Cosmographia,Aethicus Ister,CE 5/6
L118,Abducta,Afranius Lucius,BCE 2
L119,comoediarum fragmenta,Afranius Lucius,BCE 2
L120,Aequales,Afranius Lucius,BCE 2
L121,Auctio,Afranius Lucius,BCE 2
L122,Augur,Afranius Lucius,BCE 2
L123,Brundisinae,Afranius Lucius,BCE 2
L124,Cinerarius,Afranius Lucius,BCE 2
L125,Compitalia,Afranius Lucius,BCE 2
L126,Consobrini,Afranius Lucius,BCE 2
L127,Crimen,Afranius Lucius,BCE 2
L128,Deditio,Afranius Lucius,BCE 2
L129,Depositum,Afranius Lucius,BCE 2
L130,Divortium,Afranius Lucius,BCE 2
L131,Empancipatus,Afranius Lucius,BCE 2
L132,Epistula,Afranius Lucius,BCE 2
L133,Exceptus,Afranius Lucius,BCE 2
L134,Fratriae,Afranius Lucius,BCE 2
L135,Ida,Afranius Lucius,BCE 2
L136,Incendium,Afranius Lucius,BCE 2
L137,Inimici,Afranius Lucius,BCE 2
L138,Libertus,Afranius Lucius,BCE 2
L139,Mariti,Afranius Lucius,BCE 2
L140,Materterae,Afranius Lucius,BCE 2
L141,Megalensia,Afranius Lucius,BCE 2
L142,Omen,Afranius Lucius,BCE 2
L143,Pantelius,Afranius Lucius,BCE 2
L144,Pompa,Afranius Lucius,BCE 2
L145,Privignus,Afranius Lucius,BCE 2
L146,Prodigus,Afranius Lucius,BCE 2
L147,Proditus,Afranius Lucius,BCE 2
L148,Promus,Afranius Lucius,BCE 2
L149,Prosa,Afranius Lucius,BCE 2
L150,Purgamentum,Afranius Lucius,BCE 2
L151,Repudiatus,Afranius Lucius,BCE 2
L152,Sella,Afranius Lucius,BCE 2
L153,Simulans,Afranius Lucius,BCE 2
L154,Sorores Suspecta,Afranius Lucius,BCE 2
L155,Talio,Afranius Lucius,BCE 2
L156,Temerarius,Afranius Lucius,BCE 2
L157,Thais,Afranius Lucius,BCE 2
L158,Titulus,Afranius Lucius,BCE 2
L159,Virgo,Afranius Lucius,BCE 2
L160,Vopiscus,Afranius Lucius,BCE 2
L161,Incerta,Afranius Lucius,BCE 2
L162,Quaestiones,Caecilius Africanus Sextus,CE 2
L163,Agroecius De Orthographia et Differentia Sermonis,Agroecius / Agroetius,CE 5
L164,Epistola et privilegia,Agapetus I / Agapitus,CE 6
L165,Epistola,Agapetus I / Agapitus,CE 6
L166,Epistola ad Anthimum,Agapetus I Ps.,CE 6
L167,De Controversiis Agrorum,Agennius Urbicus,CE 5
L168,Commenta gromatica,Agennius Urbicus,CE 5
L169,Aggeni Urbici in Julium Frontinum Commentarius,Agennius Urbicus,CE 5
L170,In Julium Frontinum Commentariorum Liber secundus qui Diazographus dicitur,Agennius Urbicus,CE 5
L171,Commentariorum de Controversiis Agrorum Pars prior et altera,Agennius Urbicus,CE 5
L172,[Title? verify what document on server correspondes with Agen.Ep],Agennius Urbicus,CE 5
L173,Liber Pontificalis Ecclesiae Ravennatis,Agnellus or Andreas Ravennatensis,CE 9
L174,Vita Petri Chrysologi,Agnellus or Andreas Ravennatensis,CE 9
L175,Epistola ad Armenium de ratione fidei,Agnellus Ravennatensis,CE 6
L176,Versus de fide,Agrestius episcopus Gallus,CE 5
L177,Commentarii,Julia Agrippina Claudi,CE 1
L178,De vita sua,Marcus Vipsanius Agrippa,BCE 1
L179,Contra Licinium Crassum,Domitius Ahenobarbus Gnaeus,BCE 1
L180,Acta Archelai,Acta Archelai,CE 5
L181,Acta conciliorum Carthaginensium de haereticorum baptismate,Acta conciliorum Carthaginensium de haereticorum baptismate,CE 3
L182,Acta disputationis Achatii,Acta disputationis Achatii,
L183,Acta fratrum Arvalium,Acta fratrum Arvalium,
L184,Acta ludorum saecularium Claudianorum,Acta ludorum saecularium Claudianorum,CE 1
L185,Acta ludorum saecularium quintorum Augusti,Acta ludorum saecularium quintorum Augusti,BCE 1
L186,Acta ludorum saecularium septimorum Septimii Severi,Acta ludorum saecularium septimorum Septimii Severi,CE 3
L187,Acta sodalium Augustalium Claudialium,Acta sodalium Augustalium Claudialium,
L188,Actus Petri cum Simone,Actus Petri cum Simone,
L189,Ad Deum post conversionem,Ad Deum post conversionem,CE 5
L190,Ad Liviam de morte Drusi,Ad Liviam de morte Drusi,
L191,Itinerarium maritimum,Auctor Incertus,CE 3
L192,Itinerarium provinciarum,Auctor Incertus,CE 3
L193,De bono latrone,Auctor Incertus,CE 3
L194,Interpretatio Moralis,Aileranus Scoto Hibernus,CE 7
L195,Interpretatio Mystica,Aileranus Scoto Hibernus,CE 7
L196,,Bellum Africum,
L197,,Bellum Alexandrinum,
L198,,Bellum Hispaniense,
L199,Lex Romana Visigothorum / Breviarium Alaricianum / Liber Aniani,Alaric II,CE 6
L200,Rerum Romanorum Liber I,Albinus,CE 3-4
L201,De Metris,Albinus,CE 3-4
L202,carmina,Albinus,CE 3-4
L203,carmen,Albinovanus Pedo,BCE 1
L204,Sermo in S. Scholasticam,Albericus,?
L205,?,Albucius Silus Gaius,BCE 1 - CE 1
L206,De Orthographia,Flaccus Albinus Alcuinus,CE 8
L207,Alcestis Barcinonensis,anonymous,CE 5?
L208,carmina,Alcimus Ecdicius Auitus,CE 5-6
L209,carminum appendix,Alcimus Ecdicius Auitus,CE 5-6
L210,De Mosaicae Historiae Gestis,Alcimus Ecdicius Auitus,CE 5-6
L211,Collatio Episcoporum,Avitus Viennensis Episcopus (Ps.),
L212,Carmina from Anthologia Latina,Alcimus Alethius,CE 4
L213,Epistola Alexandri Macedonis Ad Aristotelem Magistruum suum de Itinere Suo Et De Situ Indiae,Alexander Magnus,BCE 4
L214,Collatio Alexandri et Dindimi,Collatio Alexandri et Dindimi,
L215,Libri rerum excellentium,Alfius,CE 3?
L216,Bellum Carthaginiensis,Alfius,CE 3?
L217,carminum fragmenta,Alfius Auitus,?
L218,Digesta,Publius Alfenus Varus,BCE 1
L219,Charta renuntiationis,Alphanus Beneventanus,?
L220,Altercatio Hadriani Augusti et Epicteti Philosophi,Altercatio Hadriani Augusti et Epicteti Philosophi,CE 6/7
L221,Explanatio Symboli Ad Initiandos,Ambrosius,
L222,disticha de uetere nouoque Testamento,Ambrosius,
L223,e Graecis conuersa,Ambrosius episcopus Mediolanensis,
L224,Vita et institutum,Aurelius Ambrosius Mediolanensis,CE 4
L225,Enarrationes in XII psalmos Davidicos,Aurelius Ambrosius Mediolanensis,CE 4
L226,Commentarius in Cantica canticorum,Aurelius Ambrosius Mediolanensis,CE 4
L227,Expositio Evangelii secundum Lucam,Aurelius Ambrosius Mediolanensis,CE 4
L228,Expositio in psalmum David CXVIII,Aurelius Ambrosius Mediolanensis,CE 4
L229,Expositio in psalmorum XII,Aurelius Ambrosius Mediolanensis,CE 4
L230,Epistolarum classis I,Aurelius Ambrosius Mediolanensis,CE 4
L231,Epistolarum classis II,Aurelius Ambrosius Mediolanensis,CE 4
L232,Anacephalaeosis Historiae de excidio Hierosolymitanae urbis,Aurelius Ambrosius Mediolanensis,CE 4
L233,De excidio urbis Hierosolymitanae,Aurelius Ambrosius Mediolanensis,CE 4
L234,De Abraham,Aurelius Ambrosius Mediolanensis,CE 4
L235,De benedictionibus patriarcharum,Aurelius Ambrosius Mediolanensis,CE 4
L236,De bono mortis,Aurelius Ambrosius Mediolanensis,CE 4
L237,De Cain et Abel,Aurelius Ambrosius Mediolanensis,CE 4
L238,De Elia et jejunio,Aurelius Ambrosius Mediolanensis,CE 4
L239,De fuga saeculi,Aurelius Ambrosius Mediolanensis,CE 4
L240,De interpellatione Job et David,Aurelius Ambrosius Mediolanensis,CE 4
L241,De Isaac et Anima,Aurelius Ambrosius Mediolanensis,CE 4
L242,De Jacob et vita beata,Aurelius Ambrosius Mediolanensis,CE 4
L243,De Joseph Patriarcha,Aurelius Ambrosius Mediolanensis,CE 4
L244,De Nabuthe Jezraelita,Aurelius Ambrosius Mediolanensis,CE 4
L245,De Noe et Arca,Aurelius Ambrosius Mediolanensis,CE 4
L246,De paradiso,Aurelius Ambrosius Mediolanensis,CE 4
L247,De Tobia,Aurelius Ambrosius Mediolanensis,CE 4
L248,De excessu fratris sui Satyrus,Aurelius Ambrosius Mediolanensis,CE 4
L249,De Fide,Aurelius Ambrosius Mediolanensis,CE 4
L250,De incarnationis Dominicae sacramento,Aurelius Ambrosius Mediolanensis,CE 4
L251,De institutione virginis,Aurelius Ambrosius Mediolanensis,CE 4
L252,De lapsu virginis consecratae,Aurelius Ambrosius Mediolanensis,CE 4
L253,De mysteriis,Aurelius Ambrosius Mediolanensis,CE 4
L309,Commentaria in Epistolam ad Galatas,Ambrosiaster,CE 4
L254,De obitu Theodosii oratio,Aurelius Ambrosius Mediolanensis,CE 4
L255,De obitu Valentiniani consolatio,Aurelius Ambrosius Mediolanensis,CE 4
L256,De officiis ministrorum,Aurelius Ambrosius Mediolanensis,CE 4
L257,De poenitentia,Aurelius Ambrosius Mediolanensis,CE 4
L258,De sacramentis,Aurelius Ambrosius Mediolanensis,CE 4
L259,De Spiritu Sancto,Aurelius Ambrosius Mediolanensis,CE 4
L260,De viduis,Aurelius Ambrosius Mediolanensis,CE 4
L261,De virginibus,Aurelius Ambrosius Mediolanensis,CE 4
L262,De virginitate,Aurelius Ambrosius Mediolanensis,CE 4
L263,Apologia altera prophetae David,Aurelius Ambrosius Mediolanensis,CE 4
L264,Apologia Prophetae David,Aurelius Ambrosius Mediolanensis,CE 4
L265,Fragmentum,Aurelius Ambrosius Mediolanensis,CE 4
L266,Hexaemeron,Aurelius Ambrosius Mediolanensis,CE 4
L267,Exhortatio virginitatis,Aurelius Ambrosius Mediolanensis,CE 4
L268,Fragmentum ex Theodoreto desumptum,Aurelius Ambrosius Mediolanensis,CE 4
L269,Hymni,Aurelius Ambrosius Mediolanensis,CE 4
L270,Sermones,Aurelius Ambrosius Mediolanensis,CE 4
L271,e Graecis conversa,Aurelius Ambrosius Mediolanensis,CE 4
L272,disticha de vetere novoque testamento,Aurelius Ambrosius Mediolanensis,CE 4
L273,De Mysteriis,Aurelius Ambrosius Mediolanensis,CE 4
L274,Epistulae,Aurelius Ambrosius Mediolanensis,CE 4
L275,De sacramento regenerationis sive De philosophia,Aurelius Ambrosius Mediolanensis,CE 4
L276,Praeconium paschale Exultet,Aurelius Ambrosius Mediolanensis,CE 4
L277,Epigrammata,Aurelius Ambrosius Mediolanensis,CE 4
L278,Tituli,Aurelius Ambrosius Mediolanensis,CE 4
L279,Expositio fidei,Aurelius Ambrosius Mediolanensis,CE 4
L280,[Epistula] ad Gratianum Augustum,Aurelius Ambrosius Mediolanensis,CE 4
L281,De Moribus Brachmanorum,Ambrosius Mediolanensis Episcopus,CE 4
L282,Epistola De Monacho Energumeno,Ambrosius Mediolanensis Episcopus (Ps.),
L283,Symbolum Quicumque,Ambrosius Ps.,
L284,Lex Dei sive mosaicarum et romanarum legum collatio,Ambrosius Ps.,
L285,De Poenitentia,Ambrosius Ps.,
L286,De Vocatione Gentium,Ambrosius Ps.,
L287,Epistola De Fide,Ambrosius Ps.,
L288,Exorcismus,Ambrosius Ps.,
L289,Epistolae,Ambrosius Ps.,
L290,Hymni,Ambrosius Ps.,
L291,De Dignitate Sacerdotali,Ambrosius Ps.,
L292,De Vitiorum Virtutumque Conflictu,Ambrosius Ps.,
L293,De XLII Mansionibus,Ambrosius Ps.,
L294,Expositio in Apocalypsin,Ambrosius Ps.,
L295,Explantio symboli,Ambrosius Ps.,
L296,Hypomnesticon,Ambrosius Ps.,
L297,De Trinitate,Ambrosius Ps.,
L298,De Concordia Mattaei et Lucae,Ambrosius Ps.,
L299,De Dignitate Conditionis Humanse,Ambrosius Ps.,
L300,De Spiritu Sancto,Ambrosius Ps.,
L301,versus de naturis rerum,Ambrosius Ps.,
L302,carmen de ternarii numeri excellentia,Ambrosius Ps.,
L303,Commentaria in Epistolam ad Philemonem,Ambrosiaster,CE 4
L304,Quaestiones veteris et novi testamenti [CSEL],Ambrosiaster,CE 4
L305,Commentaria in Epistolam ad Colossenses,Ambrosiaster,CE 4
L306,Commentaria in Epistolam ad Corinthios Primam,Ambrosiaster,CE 4
L307,Commentaria in Epistolam ad Corinthios Secundam,Ambrosiaster,CE 4
L308,Commentaria in Epistolam ad Ephesios,Ambrosiaster,CE 4
L310,Commentaria in Epistolam ad Philippenses,Ambrosiaster,CE 4
L311,Commentaria in Epistolam ad Romanos,Ambrosiaster,CE 4
L312,Commentaria in Epistolam ad Thessalonicenses Primam,Ambrosiaster,CE 4
L313,Commentaria in Epistolam ad Thessalonicenses Secundam,Ambrosiaster,CE 4
L314,Commentaria in Epistolam ad Timotheum Primam,Ambrosiaster,CE 4
L315,Commentaria in Epistolam ad Timotheum Secundam,Ambrosiaster,CE 4
L316,Commentaria in Epistolam ad Titum,Ambrosiaster,CE 4
L317,De Petro,Ambrosiaster,CE 4
L318,Quaestiones Aliae Veteris et Novi Testamenti,Ambrosiaster (Ps),
L319,Rerum Gestarum Libri XXXI,Ammianus Marcellinus,CE 4
L320,Enchiridon Veteris et Novi Testamenti,Amoenus,CE 5
L321,Carmen de Aegyptio,Amoenus,CE 5
L322,Acrostichis in Leontium Episcopum,Amoenus,CE 5
L323,Liber Memorialis,Lucius Ampelius,CE 3-4
L324,Historicum fragmentum,Balbus Titus Ampius,BCE 1
L325,Vita S. Basilii,Amphilochius Iconiensis Ursus,CE 4
L326,,Anonymi Comici et Tragici,
L327,De Poenis,Anonymus,
L328,Epistulae,Anonymus,
L329,Carmen Saliare,Anonymi Epici et Lyrici,
L330,Versus Sacrorum,Anonymi Epici et Lyrici,
L331,Sententia,Anonymi Epici et Lyrici,
L332,A. Atilii Calatini elogium,Anonymi Epici et Lyrici,
L333,Carmen Priami,Anonymi Epici et Lyrici,
L334,Saturnius,Anonymi Epici et Lyrici,
L335,Acilii Glabrionis tabula,Anonymi Epici et Lyrici,
L336,M. Aemilii cos. a. 179 tabula,Anonymi Epici et Lyrici,
L337,Versiculi populares et pueriles,Anonymi Epici et Lyrici,
L338,Praecepta rustica et medica,Anonymi Epici et Lyrici,
L339,Epigramma a Varone Plauto attributum,Anonymi Epici et Lyrici,
L340,Epigramma Pacuvi,Anonymi Epici et Lyrici,
L341,Ardeatis templi inscriptio,Anonymi Epici et Lyrici,
L342,templi Tarracinensis inscriptio,Anonymi Epici et Lyrici,
L343,In Carbonem versus popularis,Anonymi Epici et Lyrici,
L344,Carmina Marciana et simila,Anonymi Epici et Lyrici,
L345,Versus populares in Caesarem et simila,Anonymi Epici et Lyrici,
L346,Epigrammata et populares versus in Augustum,Anonymi Epici et Lyrici,
L347,Obtrectatoris Vergilii versiculus,Anonymi Epici et Lyrici,
L348,De Crassitio epigramma,Anonymi Epici et Lyrici,
L349,Populares versus in Sarmentum,Anonymi Epici et Lyrici,
L350,Versus populares in Tiberium et Germanicum,Anonymi Epici et Lyrici,
L351,Populares versus in Caligulam,Anonymi Epici et Lyrici,
L352,Artificia metrica,Anonymi Epici et Lyrici,
L353,Versus populares in Neronem et eiusque successores,Anonymi Epici et Lyrici,
L354,Versus Hor. Sat. I 10 praemissi,Anonymi Epici et Lyrici,
L355,Versus de VII sapientibus,Anonymi Epici et Lyrici,
L356,Odarium,Anonymi Epici et Lyrici,
L357,Versus fortasse Clementis,Anonymi Epici et Lyrici,
L358,Versus in Caesares Romanos ex historia augusta,Anonymi Epici et Lyrici,
L359,Versus Orphici ab Arnobio conversi,Anonymi Epici et Lyrici,
L360,Tarentinus senarius,Anonymi Epici et Lyrici,
L361,De Venere et Amoribus,Anonymi Epici et Lyrici,
L362,De Metris,Anonymi Epici et Lyrici,
L363,Versus fortasse Enniani,Anonymi Epici et Lyrici,
L364,Versus fortasse Luciliani,Anonymi Epici et Lyrici,
L365,Versus aevi Catulliani,Anonymi Epici et Lyrici,
L366,Versus aevi Catulliani a Morel omissi,Anonymi Epici et Lyrici,
L367,Versus aevi Augustei,Anonymi Epici et Lyrici,
L368,Serioris aetatis versus,Anonymi Epici et Lyrici,
L369,Versus reciproci,Anonymi Epici et Lyrici,
L370,Epitaphium Enodii,Anonymi Epici et Lyrici,
L371,Incerti Carmen Nelei,Anonymi Epici et Lyrici,
L372,Aegritudo Perdicae,Anonymi Epici et Lyrici,
L373,Anthologia Latina,Anonymi Epici et Lyrici,
L374,Pervigilium Veneris,Anonymi Epici et Lyrici,
L375,,Anonymi Grammatici,
L376,Epistola,Anagnosticus regis,CE 6
L377,De translatione S. Stephani,Anastasius bibliothecarius Incertus,CE 9
L378,Monitum in epistolam sequentem,Anastasius I,CE 5
L379,Epistola I. Anastasii I ad Ioannem super nomine Rufini,Anastasius I,CE 5
L380,Epistola II ad Simplicianum,Anastasius I,CE 5
L381,Epistola ad Joannem,Anastasius I,CE 5
L382,Epistola ad Joannem Hierosolymorum,Anastasius I,CE 5
L383,Epistolae Dubiae,Anastasius I (Incertus),CE 4-5
L384,Privilegia,Anastasius III,CE 9
L385,Epitaphium In Basilica Sancti Petri,Anastasius III,CE 9
L386,Vita Operaque [Ex Mansi],Anastasius III,CE 9
L387,Epistolae et Privilegia,Anastasius IV,CE 11-12
L388,Anecdotum Medicum,Anecdotum Medicum,CE 5/6
L389,Annales Maximi,Annales Maximi,BCE 2
L390,Carmina Falisca,Annianus,CE 2
L391,carminum fragmenta,Annianus,CE 2
L392,Fescennini,Annianus,CE 2
L393,Contra Ti. Gracchum,Annius Luscus Titus,BCE 2
L394,Computus Cottonianus,Anonymi,
L395,Historia Alexandri Magni,Anonymous,CE 4
L396,mimographi incerti,anonymous,
L397,Origo Constantini imperatoris (Excerpta Valesiana pars prior),Anonymus Valesianus,CE 4
L398,Excerpta Valesiana pars posterior,Anonymus Valesianus,CE 4
L399,In Senatu Contra Ciceronem,Marcus Antonius triumvir,BCE 1
L400,Ex Edictis,Marcus Antonius triumvir,BCE 1
L401,De Latino Sermone,Marcus Antonius Gnipho,BCE 1
L402,De Iudaeis,Antonius Iulianus,CE 2
L403,De herba vettonica liber,Antonius Musa,BCE 1
L404,Fragmenta grammatica,Antonius Panurgus,BCE 1/CE 1
L405,,Antonius Rufus,
L406,De observatione ciborum,Anthimus,CE 6
L407,anthologia Latina,anthologia Latina,
L408,Ad Edictum,Furius Anthianus,a. CE 3
L409,Antidotarium Bruxellense,Antidotarium Bruxellense,CE 14?
L410,Carmen adversus gentes,Antoninus Placentinus,CE 3
L411,Itinerarium,Antoninus Placentinus,CE 3
L412,Vita S. Simeonis,Antonius discipulus Simeonis Stylitae,CE 6?
L413,Epistula cohortatoria ad Arcadium,Antoninus Honoratus Episcopus Constantensis,CE 5
L414,?,Antonius Marcus,BCE 2/1
L415,Apocalypsis anonyma,Apocalypsis anonyma,
L416,Apocalypsis Baruch,Apocalypsis Baruch,
L417,Apocalypsis Pauli,Apocalypsis Pauli,
L418,Apocalypsis pseudo-Methodii,Apocalypsis pseudo-Methodii,
L419,Apocalypsis Thomae,Apocalypsis Thomae,
L420,De re coquinaria,Caelius Apicius,CE 4
L421,Brevis ciborum excerpta,Caelius Apicius,CE 4
L422,Brevis pimentorum excerpta,Caelius Apicius,CE 4
L423,,Apion,BCE 1-CE 1
L424,Adelphoe periocha,C. Sulpicius Apollinaris grammaticus,CE 2
L425,Eunuchus periocha,C. Sulpicius Apollinaris grammaticus,CE 2
L426,Phormio periocha,C. Sulpicius Apollinaris grammaticus,CE 2
L427,Hautontimorumenos periocha,C. Sulpicius Apollinaris grammaticus,CE 2
L428,Hecyra periocha ,C. Sulpicius Apollinaris grammaticus,CE 2
L429,Andria periocha,C. Sulpicius Apollinaris grammaticus,CE 2
L430,Carmina,C. Sulpicius Apollinaris grammaticus,CE 2
L431,hexasticha in Aeneidos libris,C. Sulpicius Apollinaris grammaticus,CE 2
L432,Sententiae,Claudius Caecus Appius,BCE 4
L433,De Pyrrho rege,Claudius Caecus Appius,BCE 4
L434,Epistularum fragmenta,Claudius Caecus Appius,BCE 4
L435,De usurpationibus,Claudius Caecus Appius,BCE 4
L436,carminum fragmenta,Claudius Caecus Appius,BCE 4
L437,,Lucius Appuleius Saturninus,BCE 2
L438,Appendix Tibulliana,Appendix Tibulliana,
L439,Dirae,Appendix Vergiliana,CE 1
L440,Lydia,Appendix Vergiliana,CE 1
L441,Culex,Appendix Vergiliana,CE 1
L442,Aetna,Appendix Vergiliana,CE 1
L443,Copa,Appendix Vergiliana,CE 1
L444,Elegiae in Maecenatem,Appendix Vergiliana,CE 1
L445,Ciris.,Appendix Vergiliana,CE 1
L446,Priapea,Appendix Vergiliana,CE 1
L447,Catalepton,Appendix Vergiliana,CE 1
L448,Priapeum \'\'Quid Hoc Novi Est?\'\',Appendix Vergiliana,CE 1
L449,Moretum,Appendix Vergiliana,CE 1
L450,De Institutione Viri Boni,Appendix Vergiliana,CE 1
L451,De Est et Non,Appendix Vergiliana,CE 1
L452,De Rosis Nascentibus,Appendix Vergiliana,CE 1
L453,Explanatio in Canticum Canticorum,Apponius,CE 5
L454,Atellana,Aprissius,BCE 2/1
L455,Metamorphoses,Apuleius,CE 2
L456,Apologia,Apuleius,CE 2
L457,Florida,Apuleius,CE 2
L458,De Deo Socratis,Apuleius,CE 2
L459,De Mundo,Apuleius,CE 2
L460,De Platone et eius dogmata,Apuleius,CE 2
L461,Aclepius,Apuleius,CE 2
L462,Liber Ludicrorum,Apuleius,CE 2
L463,De Proverbiis,Apuleius,CE 2
L464,E Graecis Conversa,Apuleius,CE 2
L465,Hermagoras,Apuleius,CE 2
